Colegio,lat,lon
liceo tecnico antofagasta,-23.6506498,-70.4015985
colegio corazon de maria/ san miguel,-33.4979512,-70.6571403
esc. agricola san jose de duao/ maule,,
liceo comercial de san bernardo,-33.5940856,-70.7039434
esc. basica the forest college anexo/ el bosque,,
santa cecilia de maipu,-33.4958628,-70.7650252
arturo prat / machali,-34.1735785,-70.6487142
english college/ talagante,-33.6743654,-70.9486596
parroquial francisco didier/ zapallar,-32.5538485,-71.4573879
san miguel/ calbuco,,
cardenal raul silva h./ puente alto,,
escuela nuestra señora del carmen/ curacavi,-33.3899332,-71.1273612
villa españa/ estacion central,-33.462024,-70.6995164
sagrada familia/ rio negro,-40.8039471,-73.2165971
san bartolome de nos/ calera de tango,-33.6335804,-70.7535673
liceo industrial de minas ignacio domey/ recoleta,,
liceo tecnico juanita fernandez solar/ angol,-37.8015323,-72.7037474
c.e.i.a laura vicuna/ renca,,
esc. premilitar heroes de la concepcion/ san miguel,,
tecnico hoteleria y gastronomia achiga comeduc/ santiago,-33.4217305,-70.5589088
el alba /macul,-33.4824128,-70.5987181
providencia/ antofagasta,-33.4199581,-70.6018478
general jose velasquez borquez/ puchuncavi,-32.726602,-71.4170406
andes/ talca,-35.4169401,-71.6565031
politecnico santa ana/ quinta normal,-33.4375376,-70.6880929
montemar/ concon,-32.9358685,-71.5449811
rieljan college/ calera de tango,-33.6256883,-70.7716272
padre jose kentenich / puente alto,-33.6028532,-70.5592042
liceo com. instituto sup. de comercio de chile/ san miguel,,
liceo aleman de santiago/ recoleta,-33.4333101,-70.6366431
king edwards school i/ maipu,-33.525177,-70.7824196
del valle/ maipu,,
pumahue chicauma/ lampa,-33.3047608,-70.737978
nidal/ puente alto,-33.610522,-70.5735247
liceo eleuterio ramirez molina/calama,,
the azapa valley school/ arica,,
adventista/ los angeles,-37.4320776,-72.1862007
sunnyland school/ san felipe,-32.7278461,-70.7381671
santo tomas de aquino/ el bosque,,
centro edu. san andres / ancud,,
master school/ lampa,-33.2832363,-70.884564
san ignacio/ calama,-22.4402419,-68.924274
liceo politecnico/ arica,-18.4864756,-70.2944321
liceo reino de dinamarca/ maipu,-33.5086777,-70.8279775
humberstone/ iquique,-20.2321121,-70.134127
colegio sol de chile/ lo espejo,-33.529086,-70.6975457
mahatma gandhi/ iquique,-20.2858095,-70.1255464
san agustin de atacama/ copiapo,-27.3662646,-70.3153098
colegio parroquial de andacollo,-30.2320158,-71.0856868
novo horizonte/ quilicura,-33.3578883,-70.7215581
de musica juan sebastian bach/ valdivia,,
colegio particular san andres/ mostazal,,
alberto blest gana/san ramon,-33.5195055,-70.638063
ayelen/ rancagua,-34.1644875,-70.7752299
santa cruz de unco/ santa cruz,-34.6309815,-71.3611798
bicentenario college/ la florida,-33.5394068,-70.5789448
de la preciosa sangre/ pichilemu,,
esc. agricola salesiana don bosco/ linares,,
liceo municipal purkuyen/ san ramon,,
mistral/ las cabras,-34.282568,-71.3057639
centro educativo la puerta/ colina,-33.2077929,-70.6727674
evelyns school / santa cruz,,
esc. rudolf deck werth/ puente alto,,
san antonio de colina,-33.1889359,-70.6609515
acropolis / puente alto,-33.589219,-70.5671978
wexford college n2/ providencia,,
coeducacional / quilpue,-33.0479471,-71.4399031
tecnico profes. san ramon/ la cisterna,,
san rafael arcangel/ la reina,-33.4365535,-70.5743062
licarayen/ la florida,-33.5474324,-70.5982893
hispanoamericano/ los angeles,,
liceo rural llifen/ futrono,,
scuola italiana alcide de gasperi/ la serena,-29.9343647,-71.2655363
francisco de asis de belen/ santiago,-33.4510992,-70.6322926
wunman/ santiago,-33.4483769,-70.6399694
esc. arturo alessandri palma/ romeral,,
del real/ maipu,,
esc. basica juan pablo duarte/ providencia,,
rayen mahuida/ colina,-33.2649804,-70.7228364
liceo creacion concepcion,,
novo mundo/ quilicura,-33.3629718,-70.7212554
libertador simon bolivar/ macul,-33.4798674,-70.5829904
the mackay school/ viña del mar,-32.9735447,-71.5358686
ascencion nicol/ estacion central,,
liceo comercial luis correa prieto/ recoleta,-33.4219986,-70.643506
concepcion/chiguayante,-36.8686201,-73.042357
artistico cultural form-arte/ la serena,-29.9322014,-71.2572601
colegio sao paulo/ estacion central,-33.4586038,-70.6937802
american college/villa alemana,-33.0452765,-71.3856967
liceo polivalente virginio arias/ ranquil,,
marquel/ quinta normal,-33.4467089,-70.701824
esc. de artes y musica/ ovalle,,
royal american school/ maipu,-33.502076,-70.7624726
lions school/ cartagena,-33.548774,-71.5735148
santisima trinidad/ san pedro de la paz,-36.8548719,-73.0983571
juan pablo ii/ arica,-34.6502489,-71.1988105
nuestra señora del huerto/ quillota,-32.88451,-71.2477358
cristiano emmanuel /la florida,-33.5123275,-70.5643104
nova terra/ la florida,-33.5606365,-70.5741272
industrial don orione/ cerrillos,-33.5031056,-70.7132017
puentemaipo/ puente alto,,
san alberto hurtado/ quilicura,-33.3702236,-70.7196808
andino / arica,-18.4943449,-70.2750768
lorenzo sazie/ santiago,-33.4496262,-70.6642455
the american school/ puerto montt,,
suizo de santiago/ ñuñoa,-33.4565699,-70.6085783
villa el sol/ isla de maipo,-33.7517504,-70.9018145
escuela part. santa maria de guadalupe/ colina,,
liceo bicentenario teresa prats/ santiago,,
escuela partic parroquial domingo savio/ san ramon,,
froilan yañez de la barra/ la cisterna,-33.5400488,-70.6674935
alberto hurtado cruchaga / padre hurtado,-33.5939555,-70.8091384
colegio palmares valle los condores/ san bernardo,-33.6252998,-70.6813013
polivalente saint orland/ la cisterna,-33.528984,-70.6515044
liceo avenida recoleta/ recoleta,-33.3902683,-70.6428741
liceo antonio hermida fabres/ peñaflor,,
familia de nazareth/ la florida,-33.5473987,-70.6010595
santa maria de lo cañas/ la florida,-33.5280454,-70.5531845
trewhelas school sede chicureo/ colina,,
miguel de cervantes/ punta arenas,-53.1406578,-70.8970752
esc. pdte.jose j.prieto/ la pintana,,
centro ed. de ad. sandrock/ valdivia,,
san sebastian de la florida,-33.5212621,-70.5831621
liceo bicentenario oriente de talca/ talca,-35.4359906,-71.6463458
carmela romero/ concepcion,-36.8283795,-73.0573502
las acacias/ valparaiso,-33.6196047,-71.5942419
british college/ san fernando,-34.5944953,-70.99447
maria educa/ coquimbo,-29.9234427,-71.2087532
liceo guillermo marin larrain/ retiro,,
san jose/ san javier,,
santa marta/ la union,-40.3099639,-73.08489
ford college/ arica,-18.494661,-70.2953961
academia tarapaca orella/ iquique,-20.220772,-70.1463283
liceo municipal de codegua,-34.0388279,-70.6648623
domingo ortiz de rozas/la ligua,,
agustin escobar /viña del mar,,
complejo educ. un amanecer en la araucania/temuco,,
bernardo ohiggins / coquimbo,,
liceo tecnico prof. de buin,,
instituto del pacifico/ puerto montt,-41.478927,-72.9738417
liceo polivalente juan a. rios/ quinta normal,,
colegio altazol del maipo/ paine,-33.8560906,-70.757256
escuela bellavista/ la florida,-33.5131173,-70.5998743
san miguel de rema/ san vicente,,
santa cruz/ rio bueno,-40.334716,-72.956865
los pensamientos/ la granja,-33.5498421,-70.6196203
liceo san isidro/ la cruz,-32.8493681,-71.2334755
liceo las americas/ puyehue,-40.6833024,-72.5998386
complejo educ. luis durand/ traiguen,,
escuela basica eliodoro matte ossa/ san bernardo,,
el almendro/ el bosque,-33.5750108,-70.6723423
los robles de los libertadores/ el monte,-33.6877065,-71.0224251
juan pablo ii/ nogales,-32.698653,-71.1895756
colegio santo domingo/ la serena,-29.9215735,-71.2498728
liceo polivalente nuevo amanecer/ la florida,,
polivalente rigoberto fontt/ colina,-33.1948383,-70.6746068
liceo augusto santelices v./ licanten,,
york / peñalolen,,
libertador o´higgins/ chepica,-34.727143,-71.273437
santa margarita de escocia/ ñuñoa,-33.4502671,-70.6268194
liceo agustin edwards/ conchali,,
san antonio/ villa alemana,-38.7293616,-72.6175175
amazing grace english school/ coquimbo,,
san cristobal de las casas/ la florida,-33.5598686,-70.5678866
inmaculada concepcion sra. de lourdes/ peñaflor,-33.6002109,-70.8756884
polivalente falcon college/ quinta normal,-33.4262577,-70.7138351
colegio nirvana/ alto hospicio,-20.2938435,-70.0949017
gabriela mistral/ coquimbo,-30.0940766,-70.4947571
polivalente principe de gales/ estacion central,-33.4493908,-70.6952352
alexander fleming/villa alemana,-33.0441936,-71.3665741
polivalente sembrador/ colina,-33.2039281,-70.672807
liceo samca arumanti/ iquique,-20.2710341,-70.1242917
cardenal raul silva h./ arica,,
casteliano / viña del mar,-33.0268509,-71.5016755
liceo jan comenius/ temuco,,
san sebastian/ quilicura,-33.3560784,-70.7136724
complejo educ. luis arturo perez,,
liceo polivalente santiago de compostela/ san bernardo,-33.5869664,-70.6993601
robert and rose/ quillota,,
leonardo da vinci/ llaillay,-32.8424417,-70.9618724
regional federico errazuriz/ santa cruz,-34.6390922,-71.3567941
etchegoyen/ talcahuano,-36.7674748,-73.0770766
liceo tecnico a-100/ san miguel,-33.4967756,-70.6526114
centro politecnico part. /conchali,,
colegio san adrian/ quilicura,-33.3616277,-70.730873
colegio san francisco coll/ la serena,-29.8788649,-71.2459122
matilde huici navas/ peñalolen,-33.4756274,-70.5318182
liceo tecnico a-27 clelia clavel d./ santiago,,
almendral / la florida,-33.5543238,-70.578658
colegio paulo freire de san miguel/ san miguel,-33.497612,-70.6559539
liceo mercedes fritis mackenney/ copiapo,-27.3694094,-70.3256564
liceo polivalente mercedes marin del solar/ macul,-33.4717416,-70.5794471
jorge prieto letelier/ peñalolen,-33.5098312,-70.5625683
liceo polivalente doctor luis vargas s./ cerrillos,,
liceo industrial domingo matte perez/ maipu,-33.5164898,-70.7541559
liceo tecnico prof. santa rosa/ rancagua,,
liceo polivante guillermo feliu/ estacion central,,
liceo adultos estacion central/ estacion central,-33.4558818,-70.6980867
liceo polivalente nahuelbuta/ contulmo,,
san sebastian/ santiago,-33.7845981,-70.2351011
pumahue/ puerto montt,-41.4530346,-72.9211331
bernardo o'higgins/ la serena,-29.9067771,-71.2488904
jose manuel balmaceda/ la serena,-29.9012945,-71.2497488
betterland school/ lo barnechea,-33.3647569,-70.5025335
liceo industrial a-27/ temuco,,
esc. basica municipal paula jaraquemada alqui/ paine,,
domingo faustino sarmiento / puente alto,-33.6124193,-70.5586239
esc. bas.talleres prevoc.hogar de cristo/ la granja,,
liceo tecnico prof. jorge sanchez ugarte/ concepcion,,
parroquial maria goretti/ concon,-32.9222661,-71.5146433
liceo comercial javiera y jose luis carrera/ san miguel,,
instituto san alberto hurtado/ buin,-33.7340505,-70.7555678
nuestra señora de ayquina/ calama,-22.2790427,-68.3223884
complejo educ. juanita fernandez solar/ recoleta,,
pumahue/ temuco,-38.7451071,-72.6233022
liceo jose cortes brown-recreo/ viña del mar,-33.0220678,-71.5651096
liceo christa mc auliffe/ el bosque,-33.5491598,-70.6701327
politecnico eyzaguirre/ puente alto,-33.6150158,-70.608871
alborada del mar/ concon,-32.9295906,-71.5193529
liceo san francisco de asis/ nueva imperial,,
san francisco de sales/ maipu,-33.5487356,-70.7908804
san andres/ colina,-33.2045059,-70.6809336
centro educacional part. orden de san jorge/ san bernardo,,
instituto subtte. luis cruz martinez/ talagante,,
sagrada familia/ tocopilla,-22.0947408,-70.2051875
centro politecnico carlos condell/ la cisterna,-33.5440526,-70.6612934
villa santa maria/ el bosque,-33.5545483,-70.6775023
padre luis amigo/ concepcion,-36.7994391,-73.0602085
instituto latinoamericano europeo de/ talca,,
aleman de chicureo/ colina,-33.2591852,-70.6169407
paideia/ puerto montt,-41.4578173,-72.9289267
experimental jorge peña h. / la serena,,
nehuen/ san vicente,-34.4364656,-71.0866816
escuela edmundo vidal cardenas/ vicuña,-30.0408129,-70.6629226
liceo nueva zelandia/ santa juana,-37.1807687,-72.9399756
concepcion/ san carlos,-36.4185028,-71.9485751
internacional antofagasta/ antofagasta,-23.4523757,-70.4397343
seminario san fidel/ mariquina,-39.5413696,-72.9705714
salesiano de iquique/ iquique,-20.2240248,-70.1495517
liceo la asuncion/ talcahuano,-36.7442152,-73.103026
alianza francesa/ curico,-34.9835731,-71.2240414
instituto aleman carlos anwandter/ valdivia,,
san isaac jogues/ quilicura,-33.3610587,-70.7203478
c.e.i.a carlos yanez moya/ natales,,
san juan/ lampa,-33.3204057,-70.7486828
jorge huneeus zegers/ la pintana,-33.5645266,-70.6290666
raitrai de pucon/ pucon,-39.2865689,-71.9442144
centro educacional vygotsky / curico,-34.9899388,-71.2127463
cardenal carlos oviedo cavada/ maipu,-33.5139483,-70.7954737
liceo elvira brady maldonado/ san bernardo,-33.5999449,-70.7042971
olivar college/ olivar,-34.2186186,-70.8182144
british royal school/ concepcion,-36.799828,-73.0623945
centro educ. eduardo de la barra/ peñalolen,,
esc. luis arrieta canas/ peñalolen,,
alonso de ercilla/ san felipe,-32.7427201,-70.73303
enrique alvear/ cerro navia,-33.4160181,-70.7341671
de adultos san andres/ colina,,
saint peters school/ viña del mar,,
